slug,name,brand,mount,film_format,focal_length_mm,max_aperture,introduced,filter_mm,weight_g,image,wikidata,commons_file,wikipedia,source
schneider-kreuznach-variogon-10,Schneider-Kreuznach Variogon 10×,Schneider Kreuznach,,35mm,38-380,,,,,,Q123310038,,,wikidata
