slug,name,brand,type,mount,film_format,introduced,image,wikidata,commons_file,wikipedia,source
hasselblad-1600-f,Hasselblad 1600 F,Hasselblad,SLR,,120,,images/hasselblad/hasselblad-1600-f.jpg,Q1588641,Hasselblad 1600F Improved.jpg,,wikidata
hasselblad-500c-m,Hasselblad 500C/M,Hasselblad,SLR,,120,,images/hasselblad/hasselblad-500c-m.jpg,Q60040531,Hasselblad 500 CM by Christopher Crouzet.jpg,,wikidata
