slug,name,brand,type,mount,film_format,introduced,image,wikidata,commons_file,wikipedia,source
ferrania-elioflex,Ferrania Elioflex,FILM Ferrania,SLR,,35mm,,images/film-ferrania/ferrania-elioflex.jpg,Q55831106,Ferrania Elioflex.jpg,,wikidata
