slug,name,mount,focal_length_mm,max_aperture,introduced,filter_mm,weight_g,image,wikidata,commons_file,wikipedia,source
canon-ef-s-55-250mm-f4-5-6-is-ii,Canon EF-S 55-250mm F4-5.6 IS II,Canon EF-S lens mount,55-250,4,2011,,,images/canon/canon-ef-s-55-250mm-f4-5-6-is-ii.jpg,Q68734939,Canon EF-S 55-250 mm F4-5.6 IS II lens.JPG,,wikidata
canon-ef-s-55-250mm-f4-5-6-is-stm,Canon EF-S 55-250mm F4-5.6 IS STM,Canon EF-S lens mount,55-250,4,2013,,,images/canon/canon-ef-s-55-250mm-f4-5-6-is-stm.jpg,Q68853566,Canon EFS 55-250 STM.jpg,,wikidata
canon-ef-s-60mm-f2-8-macro-usm,Canon EF-S 60mm F2.8 Macro USM,Canon EF-S lens mount,60,2.8,2005,,,images/canon/canon-ef-s-60mm-f2-8-macro-usm.jpg,Q5033194,EF-S 60mm Macro USM.jpg,https://en.wikipedia.org/wiki/Canon_EF-S_60mm_f/2.8_Macro_USM_lens,wikidata
canon-extender-ef,Canon Extender EF,,,,,,,images/canon/canon-extender-ef.jpg,Q5033234,Canon EXT 2.jpg,https://en.wikipedia.org/wiki/Canon_Extender_EF,wikidata
canon-extender-rf-1-4x,Canon Extender RF 1.4x,Canon RF lens mount,,,,,,,Q112756155,,,wikidata
canon-extender-rf-2x,Canon Extender RF 2x,Canon RF lens mount,,,,,,,Q112756166,,,wikidata
canon-fd-100-200mm-f-5-6,Canon FD 100-200mm f/5.6,Canon FD lens mount,100-200,5.6,1971,55,820,,,,,wikipedia
canon-fd-100mm-f-2-8,Canon FD 100mm f/2.8,Canon FD lens mount,100,2.8,1971,55,430,,,,,wikipedia
canon-fd-135-mm-lens,Canon FD 135 mm lens,Canon FD lens mount,135,,,,,,Q5033235,,https://en.wikipedia.org/wiki/Canon_FD_135_mm_lens,wikidata
canon-fd-135mm-f-2-5,Canon FD 135mm f/2.5,Canon FD lens mount,135,2.5,1971,58,670,,,,,wikipedia
canon-fd-135mm-f-3-5,Canon FD 135mm f/3.5,Canon FD lens mount,135,3.5,1970,55,480,,,,,wikipedia
canon-fd-135mm-f-3-5-s-c-i,Canon FD 135mm f/3.5 S.C. (I),Canon FD lens mount,135,3.5,1973,55,465,,,,,wikipedia
canon-fd-135mm-f-3-5-s-c-ii,Canon FD 135mm f/3.5 S.C. (II),Canon FD lens mount,135,3.5,1976,55,385,,,,,wikipedia
canon-fd-17mm-f-4,Canon FD 17mm f/4,Canon FD lens mount,17,4,1971,72,490,,,,,wikipedia
canon-fd-200-mm-lens,Canon FD 200 mm lens,,200,,,,,,Q5033236,,https://en.wikipedia.org/wiki/Canon_FD_200_mm_lens,wikidata
canon-fd-200mm-f-2-8-s-s-c,Canon FD 200mm f/2.8 S.S.C.,Canon FD lens mount,200,2.8,1975,72,700,,,,,wikipedia
canon-fd-200mm-f-4,Canon FD 200mm f/4,Canon FD lens mount,200,4,1971,55,725,,,,,wikipedia
canon-fd-20mm-f-2-8-s-s-c,Canon FD 20mm f/2.8 S.S.C.,Canon FD lens mount,20,2.8,1973,72,345,,,,,wikipedia
canon-fd-24-35mm-f-3-5-aspherical,Canon FD 24-35mm f/3.5 Aspherical,Canon FD lens mount,24-35,3.5,1978,72,515,,,,,wikipedia
canon-fd-24mm-f-1-4-s-s-c-aspherical,Canon FD 24mm f/1.4 S.S.C. Aspherical,Canon FD lens mount,24,1.4,1975,72,500,,,,,wikipedia
canon-fd-24mm-f-2-8,Canon FD 24mm f/2.8,Canon FD lens mount,24,2.8,1971,55,410,,,,,wikipedia
canon-fd-28-50mm-f-3-5-s-s-c,Canon FD 28-50mm f/3.5 S.S.C.,Canon FD lens mount,28-50,3.5,1976,58,470,,,,,wikipedia
canon-fd-28mm-f-2-s-s-c,Canon FD 28mm f/2 S.S.C.,Canon FD lens mount,28,2,1975,55,343,,,,,wikipedia
canon-fd-28mm-f-2-8-s-c-i,Canon FD 28mm f/2.8 S.C. (I),Canon FD lens mount,28,2.8,1975,55,280,,,,,wikipedia
canon-fd-28mm-f-2-8-s-c-ii,Canon FD 28mm f/2.8 S.C. (II),Canon FD lens mount,28,2.8,1977,55,230,,,,,wikipedia
canon-fd-28mm-f-3-5,Canon FD 28mm f/3.5,Canon FD lens mount,28,3.5,1971,55,290,,,,,wikipedia
canon-fd-300mm-f-2-8-s-s-c-fluorite,Canon FD 300mm f/2.8 S.S.C. Fluorite,Canon FD lens mount,300,2.8,1975,,1,,,,,wikipedia
canon-fd-300mm-f-4-s-s-c,Canon FD 300mm f/4 S.S.C.,Canon FD lens mount,300,4,1978,34,965,,,,,wikipedia
canon-fd-300mm-f-4l,Canon FD 300mm f/4L,Canon FD lens mount,300,4,1978,34,1,,,,,wikipedia
canon-fd-300mm-f-5-6,Canon FD 300mm f/5.6,Canon FD lens mount,300,5.6,1971,58,1,,,,,wikipedia
canon-fd-35-70mm-f-3-5-s-s-c,Canon FD 35-70mm f/3.5 S.S.C.,Canon FD lens mount,35-70,3.5,1976,58,575,,,,,wikipedia
canon-fd-35mm-f-2,Canon FD 35mm f/2,,35,2,,,,,Q5033239,,https://en.wikipedia.org/wiki/Canon_FD_35mm_f/2,wikidata
canon-fd-35mm-f-2-i,Canon FD 35mm f/2 (I),Canon FD lens mount,35,2,1971,55,420,,,,,wikipedia
canon-fd-35mm-f-2-ii,Canon FD 35mm f/2 (II),Canon FD lens mount,35,2,1976,55,420,,,,,wikipedia
canon-fd-35mm-f-2-iii,Canon FD 35mm f/2 (III),Canon FD lens mount,35,2,1973,55,420,,,,,wikipedia
canon-fd-35mm-f-3-5,Canon FD 35mm f/3.5,Canon FD lens mount,35,3.5,1971,55,325,,,,,wikipedia
canon-fd-35mm-f-3-5-s-c-i,Canon FD 35mm f/3.5 S.C. (I),Canon FD lens mount,35,3.5,1973,55,295,,,,,wikipedia
canon-fd-35mm-f-3-5-s-c-ii,Canon FD 35mm f/3.5 S.C. (II),Canon FD lens mount,35,3.5,1975,55,236,,,,,wikipedia
canon-fd-35mm-f-3-5-s-c-iii,Canon FD 35mm f/3.5 S.C. (III),Canon FD lens mount,35,3.5,1977,55,236,,,,,wikipedia
canon-fd-400mm-f-4-5-s-s-c,Canon FD 400mm f/4.5 S.S.C.,Canon FD lens mount,400,4.5,1975,,1,,,,,wikipedia
canon-fd-500mm-f-4-5l,Canon FD 500mm f/4.5L,Canon FD lens mount,500,4.5,1979,48,2,,,,,wikipedia
canon-fd-500mm-f8-reflex-lens,Canon FD 500mm F8 reflex lens,,500,8,,,,images/canon/canon-fd-500mm-f8-reflex-lens.jpg,Q96954124,Canon FD 500mm f-8.0 reflex lens.jpg,,wikidata
canon-fd-50mm-f-1-4,Canon FD 50mm f/1.4,Canon FD lens mount,50,1.4,1971,55,370,,,,,wikipedia
canon-fd-50mm-f-1-4-s-s-c-i,Canon FD 50mm f/1.4 S.S.C. (I),Canon FD lens mount,50,1.4,1973,55,350,,,,,wikipedia
canon-fd-50mm-f-1-4-s-s-c-ii,Canon FD 50mm f/1.4 S.S.C. (II),Canon FD lens mount,50,1.4,1973,55,305,,,,,wikipedia
canon-fd-50mm-f-1-8-i,Canon FD 50mm f/1.8 (I),Canon FD lens mount,50,1.8,1971,55,305,,,,,wikipedia
canon-fd-50mm-f-1-8-ii,Canon FD 50mm f/1.8 (II),Canon FD lens mount,50,1.8,1971,55,305,,,,,wikipedia
canon-fd-55mm-f-1-2,Canon FD 55mm f/1.2,Canon FD lens mount,55,1.2,1971,58,565,,,,,wikipedia
canon-fd-55mm-f-1-2-al,Canon FD 55mm f/1.2 AL,Canon FD lens mount,55,1.2,1971,58,605,images/canon/canon-fd-55mm-f-1-2-al.jpg,Q60772768,Canon FD 55mm f-1.2 S.S.C. Aspherical Lens (radioactive) (5770714676).jpg,https://en.wikipedia.org/wiki/Canon_FD_55mm_f/1.2_AL,wikidata
canon-fd-55mm-f-1-2-s-s-c-aspherical,Canon FD 55mm f/1.2 S.S.C. Aspherical,Canon FD lens mount,55,1.2,1975,58,575,,,,,wikipedia
canon-fd-600mm-f-4-5-s-s-c,Canon FD 600mm f/4.5 S.S.C.,Canon FD lens mount,600,4.5,1976,48,4,,,,,wikipedia
canon-fd-80-200mm-f-4-s-s-c,Canon FD 80-200mm f/4 S.S.C.,Canon FD lens mount,80-200,4,1976,55,750,,,,,wikipedia
canon-fd-800mm-f-5-6-s-s-c,Canon FD 800mm f/5.6 S.S.C.,Canon FD lens mount,800,5.6,1976,48,4,,,,,wikipedia
canon-fd-800mm-f-5-6l,Canon FD 800mm f/5.6L,Canon FD lens mount,800,5.6,1979,48,4,,,,,wikipedia
canon-fd-85-300mm-f-4-5-s-s-c,Canon FD 85-300mm f/4.5 S.S.C.,Canon FD lens mount,85-300,4.5,1974,,1,,,,,wikipedia
canon-fd-85mm-f-1-2-aspherical,Canon FD 85mm f/1.2 Aspherical,Canon FD lens mount,85,1.2,1976,72,756,,,,,wikipedia
canon-fd-85mm-f-1-8,Canon FD 85mm f/1.8,Canon FD lens mount,85,1.8,1976,55,425,,,,,wikipedia
canon-fd-m-100mm-f-4-s-c,Canon FD M 100mm f/4 S.C.,Canon FD lens mount,100,4,1975,55,530,,,,,wikipedia
canon-fd-m-50mm-f-3-5-s-s-c,Canon FD M 50mm f/3.5 S.S.C.,Canon FD lens mount,50,3.5,1973,55,310,,,,,wikipedia
canon-fish-eye-fd-15mm-f-2-8-s-s-c,Canon Fish-Eye FD 15mm f/2.8 S.S.C.,Canon FD lens mount,15,2.8,1973,,485,,,,,wikipedia
canon-fish-eye-fd-7-5mm-f-5-6,Canon Fish-Eye FD 7.5mm f/5.6,Canon FD lens mount,7.5,5.6,1971,,380,,,,,wikipedia
canon-fl-1200mm-lens,Canon FL 1200mm lens,,1200,11,,,,images/canon/canon-fl-1200mm-lens.jpg,Q5033240,Collector's item- fl 1200mm ssc lens.jpg,https://en.wikipedia.org/wiki/Canon_FL_1200mm_lens,wikidata
canon-fl-300mm-lens,Canon FL 300mm lens,,300,,,,,,Q5033241,,https://en.wikipedia.org/wiki/Canon_FL_300mm_lens,wikidata
canon-l-lens,Canon L lens,,,,,,,,Q5033255,,https://en.wikipedia.org/wiki/Canon_L_lens,wikidata
canon-mp-e-65mm-f-2-8-1-5x-macro-lens,Canon MP-E 65mm f/2.8 1–5x Macro lens,Canon EF lens mount,65,2.8,1999,,,images/canon/canon-mp-e-65mm-f-2-8-1-5x-macro-lens.jpg,Q2936458,Canon MP-E65mm.jpg,https://en.wikipedia.org/wiki/Canon_MP-E_65mm_f/2.8_1%E2%80%935x_Macro,wikidata
canon-new-fd-100-200mm-f-5-6,Canon New FD 100-200mm f/5.6,Canon FD lens mount,100-200,5.6,1979,52,610,,,,,wikipedia
canon-new-fd-100-300mm-f-5-6,Canon New FD 100-300mm f/5.6,Canon FD lens mount,100-300,5.6,1980,58,835,,,,,wikipedia
canon-new-fd-100-300mm-f-5-6l,Canon New FD 100-300mm f/5.6L,Canon FD lens mount,100-300,5.6,1985,58,710,,,,,wikipedia
canon-new-fd-100mm-f-2,Canon New FD 100mm f/2,Canon FD lens mount,100,2,1980,52,445,,,,,wikipedia
canon-new-fd-100mm-f-2-8,Canon New FD 100mm f/2.8,Canon FD lens mount,100,2.8,1979,52,270,,,,,wikipedia
canon-new-fd-135mm-f-2,Canon New FD 135mm f/2,Canon FD lens mount,135,2,1980,72,670,,,,,wikipedia
canon-new-fd-135mm-f-2-8,Canon New FD 135mm f/2.8,Canon FD lens mount,135,2.8,1979,52,395,,,,,wikipedia
canon-new-fd-135mm-f-3-5,Canon New FD 135mm f/3.5,Canon FD lens mount,135,3.5,1979,52,325,,,,,wikipedia
canon-new-fd-14mm-f-2-8l,Canon New FD 14mm f/2.8L,Canon FD lens mount,14,2.8,1982,,490,,,,,wikipedia
canon-new-fd-150-600mm-f-5-6l,Canon New FD 150-600mm f/5.6L,Canon FD lens mount,150-600,5.6,1982,34,4,,,,,wikipedia
canon-new-fd-17mm-f-4,Canon New FD 17mm f/4,Canon FD lens mount,17,4,1979,72,360,,,,,wikipedia
canon-new-fd-20-35mm-f-3-5l,Canon New FD 20-35mm f/3.5L,Canon FD lens mount,20-35,3.5,1984,72,470,,,,,wikipedia
canon-new-fd-200mm-f-1-8l,Canon New FD 200mm f/1.8L,Canon FD lens mount,200,1.8,1989,48,2,,,,,wikipedia
canon-new-fd-200mm-f-2-8-i,Canon New FD 200mm f/2.8 (I),Canon FD lens mount,200,2.8,1979,72,700,,,,,wikipedia
canon-new-fd-200mm-f-2-8-ii,Canon New FD 200mm f/2.8 (II),Canon FD lens mount,200,2.8,1982,72,735,,,,,wikipedia
canon-new-fd-200mm-f-4,Canon New FD 200mm f/4,Canon FD lens mount,200,4,1979,52,440,,,,,wikipedia
canon-new-fd-20mm-f-2-8,Canon New FD 20mm f/2.8,Canon FD lens mount,20,2.8,1979,72,305,,,,,wikipedia
canon-new-fd-24-35mm-f-3-5l,Canon New FD 24-35mm f/3.5L,Canon FD lens mount,24-35,3.5,1979,72,495,,,,,wikipedia
canon-new-fd-24mm-f-1-4l,Canon New FD 24mm f/1.4L,Canon FD lens mount,24,1.4,1979,72,430,,,,,wikipedia
canon-new-fd-24mm-f-2,Canon New FD 24mm f/2,Canon FD lens mount,24,2,1979,52,285,,,,,wikipedia
canon-new-fd-24mm-f-2-8,Canon New FD 24mm f/2.8,Canon FD lens mount,24,2.8,1979,52,240,,,,,wikipedia
canon-new-fd-28-50mm-f-3-5,Canon New FD 28-50mm f/3.5,Canon FD lens mount,28-50,3.5,1979,58,470,,,,,wikipedia
canon-new-fd-28-55mm-f-3-5-4-5,Canon New FD 28-55mm f/3.5-4.5,Canon FD lens mount,28-55,3.5,1983,52,220,,,,,wikipedia
canon-new-fd-28-85mm-f-4,Canon New FD 28-85mm f/4,Canon FD lens mount,28-85,4,1985,72,485,,,,,wikipedia
canon-new-fd-28mm-f-2,Canon New FD 28mm f/2,Canon FD lens mount,28,2,1979,52,265,,,,,wikipedia
canon-new-fd-28mm-f-2-8,Canon New FD 28mm f/2.8,Canon FD lens mount,28,2.8,1979,52,170,,,,,wikipedia
canon-new-fd-300mm-f-2-8l,Canon New FD 300mm f/2.8L,Canon FD lens mount,300,2.8,1981,48,2,,,,,wikipedia
canon-new-fd-300mm-f-4,Canon New FD 300mm f/4,Canon FD lens mount,300,4,1979,34,945,,,,,wikipedia
canon-new-fd-300mm-f-4l,Canon New FD 300mm f/4L,Canon FD lens mount,300,4,1980,34,1,,,,,wikipedia
canon-new-fd-300mm-f-5-6,Canon New FD 300mm f/5.6,Canon FD lens mount,300,5.6,1979,58,635,,,,,wikipedia
canon-new-fd-35-105mm-f-3-5,Canon New FD 35-105mm f/3.5,Canon FD lens mount,35-105,3.5,1981,72,600,,,,,wikipedia
canon-new-fd-35-105mm-f-3-5-4-5,Canon New FD 35-105mm f/3.5-4.5,Canon FD lens mount,35-105,3.5,1985,58,345,,,,,wikipedia
canon-new-fd-35-70-mm-f-4-af,Canon New FD 35-70 mm f/4 AF,Canon FD lens mount,35-70,4,1981,52,604,,Q5033251,,https://en.wikipedia.org/wiki/Canon_New_FD_35-70_mm_f/4_AF,wikidata
canon-new-fd-35-70mm-f-3-5,Canon New FD 35-70mm f/3.5,Canon FD lens mount,35-70,3.5,1979,58,545,,,,,wikipedia
canon-new-fd-35-70mm-f-3-5-4-5,Canon New FD 35-70mm f/3.5-4.5,Canon FD lens mount,35-70,3.5,1983,52,200,,,,,wikipedia
canon-new-fd-35-70mm-f-4,Canon New FD 35-70mm f/4,Canon FD lens mount,35-70,4,1979,52,315,,,,,wikipedia
canon-new-fd-35mm-f-2,Canon New FD 35mm f/2,Canon FD lens mount,35,2,1979,52,245,,,,,wikipedia
canon-new-fd-400mm-f-2-8l,Canon New FD 400mm f/2.8L,Canon FD lens mount,400,2.8,1981,48,5,,,,,wikipedia
canon-new-fd-400mm-f-4-5,Canon New FD 400mm f/4.5,Canon FD lens mount,400,4.5,1981,34,1,,,,,wikipedia
canon-new-fd-50-135mm-f-3-5,Canon New FD 50-135mm f/3.5,Canon FD lens mount,50-135,3.5,1981,58,720,,,,,wikipedia
canon-new-fd-50-300mm-f-4-5l,Canon New FD 50-300mm f/4.5L,Canon FD lens mount,50-300,4.5,1982,34,1,,,,,wikipedia
canon-new-fd-500mm-f-4-5l,Canon New FD 500mm f/4.5L,Canon FD lens mount,500,4.5,1981,48,2,,,,,wikipedia
canon-new-fd-50mm-f-1-2,Canon New FD 50mm f/1.2,Canon FD lens mount,50,1.2,1980,52,315,,,,,wikipedia
canon-new-fd-50mm-f-1-2l,Canon New FD 50mm f/1.2L,Canon FD lens mount,50,1.2,1980,52,380,,,,,wikipedia
canon-new-fd-50mm-f-1-4,Canon New FD 50mm f/1.4,Canon FD lens mount,50,1.4,1979,52,235,,,,,wikipedia
canon-new-fd-50mm-f-1-8,Canon New FD 50mm f/1.8,Canon FD lens mount,50,1.8,1979,52,170,,,,,wikipedia
canon-new-fd-50mm-f-2,Canon New FD 50mm f/2,Canon FD lens mount,50,2,1980,52,170,,,,,wikipedia
canon-new-fd-600mm-f-4-5,Canon New FD 600mm f/4.5,Canon FD lens mount,600,4.5,1981,48,3,,,,,wikipedia
canon-new-fd-70-150mm-f-4-5,Canon New FD 70-150mm f/4.5,Canon FD lens mount,70-150,4.5,1979,52,530,,,,,wikipedia
canon-new-fd-70-210mm-f-4,Canon New FD 70-210mm f/4,Canon FD lens mount,70-210,4,1980,58,705,,,,,wikipedia
canon-new-fd-75-200mm-f-4-5,Canon New FD 75-200mm f/4.5,Canon FD lens mount,75-200,4.5,1984,52,510,,,,,wikipedia
canon-new-fd-80-200mm-f-4,Canon New FD 80-200mm f/4,Canon FD lens mount,80-200,4,1979,58,765,,,,,wikipedia
canon-new-fd-80-200mm-f-4l,Canon New FD 80-200mm f/4L,Canon FD lens mount,80-200,4,1985,58,675,,,,,wikipedia
canon-new-fd-800mm-f-5-6l,Canon New FD 800mm f/5.6L,Canon FD lens mount,800,5.6,1981,48,4,,,,,wikipedia
canon-new-fd-85-300mm-f-4-5,Canon New FD 85-300mm f/4.5,Canon FD lens mount,85-300,4.5,1981,,1,,,,,wikipedia
canon-new-fd-85mm-f-1-2l,Canon New FD 85mm f/1.2L,Canon FD lens mount,85,1.2,1980,72,680,,,,,wikipedia
canon-new-fd-85mm-f-1-8,Canon New FD 85mm f/1.8,Canon FD lens mount,85,1.8,1979,52,345,,,,,wikipedia
canon-new-fd-85mm-f-2-8-soft-focus,Canon New FD 85mm f/2.8 Soft Focus,Canon FD lens mount,85,2.8,1983,58,400,,,,,wikipedia
canon-new-fish-eye-7-5mm-f-5-6,Canon New Fish-Eye 7.5mm f/5.6,Canon FD lens mount,7.5,5.6,1979,,380,,,,,wikipedia
canon-new-fish-eye-fd-15mm-f-2-8,Canon New Fish-Eye FD 15mm f/2.8,Canon FD lens mount,15,2.8,1980,,460,,,,,wikipedia
canon-new-macro-fd-100mm-f-4,Canon New Macro FD 100mm f/4,Canon FD lens mount,100,4,1979,52,455,,,,,wikipedia
canon-new-macro-fd-200mm-f-4,Canon New Macro FD 200mm f/4,Canon FD lens mount,200,4,1981,58,830,,,,,wikipedia
canon-new-macro-fd-50mm-f-3-5,Canon New Macro FD 50mm f/3.5,Canon FD lens mount,50,3.5,1979,52,235,,,,,wikipedia
canon-new-reflex-500mm-f-8,Canon New Reflex 500mm f/8,Canon FD lens mount,500,8,1980,34,705,,,,,wikipedia
canon-reflex-500mm-f-8-s-s-c,Canon Reflex 500mm f/8 S.S.C.,Canon FD lens mount,500,8,1978,34,740,,,,,wikipedia
canon-rf-10-20mm-f4-l-is-stm,Canon RF 10-20mm F4 L IS STM,Canon RF lens mount,10-20,4,2023,,,images/canon/canon-rf-10-20mm-f4-l-is-stm.jpg,Q123111441,Canon RF 10-20mm f4 L STM lens.jpg,,wikidata
canon-rf-100-300mm-f2-8-l-is-usm,Canon RF 100-300mm F2.8 L IS USM,Canon RF lens mount,100-300,2.8,2023,,,,Q117811554,,,wikidata
canon-rf-100-400mm-f5-6-8-is-usm,Canon RF 100-400mm F5.6-8 IS USM,Canon RF lens mount,100-400,5.6,2021,,,images/canon/canon-rf-100-400mm-f5-6-8-is-usm.jpg,Q111012077,Canon RF 100–400mm F5.6–8 IS USM.jpg,,wikidata
canon-rf-100-500mm-f4-5-7-1-l-is-usm,Canon RF 100-500mm F4.5-7.1 L IS USM,Canon RF lens mount,100-500,4.5,2020,,,images/canon/canon-rf-100-500mm-f4-5-7-1-l-is-usm.jpg,Q107977466,Canon EOS R5+RF 100-500mm f4.5-7.1L IS USM(9).jpg,,wikidata
canon-rf-100mm-f2-8-l-macro-is-usm,Canon RF 100mm F2.8 L Macro IS USM,Canon RF lens mount,100,2.8,2021,,,images/canon/canon-rf-100mm-f2-8-l-macro-is-usm.jpg,Q112756142,Canon RF 100mm F2.8L Macro IS USM.jpg,,wikidata
canon-rf-1200mm-f8-l-is-usm,Canon RF 1200mm F8 L IS USM,Canon RF lens mount,1200,8,2022,,,images/canon/canon-rf-1200mm-f8-l-is-usm.jpg,Q112756147,Canon RF 1200mm.jpg,,wikidata
canon-rf-135mm-f1-8-l-is-usm,Canon RF 135mm F1.8 L IS USM,Canon RF lens mount,135,1.8,2022,,,images/canon/canon-rf-135mm-f1-8-l-is-usm.jpg,Q115014624,Canon RF 135mm f1.8L IS USM.jpg,,wikidata
canon-rf-14-35mm-f4-l-is-usm,Canon RF 14-35mm F4 L IS USM,Canon RF lens mount,14-35,4,2021,,,images/canon/canon-rf-14-35mm-f4-l-is-usm.jpg,Q112756148,Canon RF 14-35mm F4L IS USM (3-4 cropped).jpg,,wikidata
canon-rf-14mm-f1-4-l-vcm,Canon RF 14mm F1.4 L VCM,Canon RF lens mount,14,1.4,2026,,,,Q138011612,,,wikidata
canon-rf-15-30mm-f4-5-6-3-is-stm,Canon RF 15-30mm F4.5-6.3 IS STM,Canon RF lens mount,15-30,4.5,2022,,,images/canon/canon-rf-15-30mm-f4-5-6-3-is-stm.jpg,Q116771960,Canon RF 15-30mm F4.5-6.3 IS STM (3-4 cropped).jpg,,wikidata
canon-rf-15-35mm-f2-8-l-is-usm,Canon RF 15-35mm F2.8 L IS USM,Canon RF lens mount,15-35,2.8,2019,,,images/canon/canon-rf-15-35mm-f2-8-l-is-usm.jpg,Q112756150,Canon RF 15-35mm F2.8L IS USM.jpg,,wikidata
canon-rf-16-28mm-f2-8-is-stm,Canon RF 16-28mm F2.8 IS STM,Canon RF lens mount,16-28,2.8,2025,,,,Q131858849,,,wikidata
canon-rf-16mm-f2-8-stm,Canon RF 16mm F2.8 STM,Canon RF lens mount,16,2.8,2021,,,images/canon/canon-rf-16mm-f2-8-stm.jpg,Q112756139,Canon RF 16mm F2.8 STM (1-1 cropped).jpg,,wikidata
canon-rf-20-50mm-f4l-is-usm-pz,Canon RF 20-50mm F4L IS USM PZ,Canon RF lens mount,20-50,4,2026,,,images/canon/canon-rf-20-50mm-f4l-is-usm-pz.jpg,Q139782839,Canon EOS R6 V with RF 20-50mm F4L IS USM PZ 20260516100633.jpg,,wikidata
canon-rf-200-800mm-f6-3-9-is-usm,Canon RF 200-800mm F6.3-9 IS USM,Canon RF lens mount,200-800,6.3,2023,,,,Q123399003,,,wikidata
canon-rf-20mm-f1-4-l-vcm,Canon RF 20mm F1.4 L VCM,Canon RF lens mount,20,1.4,2025,,,,Q133540666,,,wikidata
canon-rf-24-105mm-f2-8-l-is-usm-z,Canon RF 24-105mm F2.8 L IS USM Z,Canon RF lens mount,24-105,2.8,2023,,,images/canon/canon-rf-24-105mm-f2-8-l-is-usm-z.jpg,Q123399004,Canon EOS R1+RF 24-105mm F2.8L IS USM Z.jpg,,wikidata
canon-rf-24-105mm-f4-l-is-usm,Canon RF 24-105mm F4 L IS USM,Canon RF lens mount,24-105,4,2018,,,images/canon/canon-rf-24-105mm-f4-l-is-usm.jpg,Q97154591,Canon RF24-105mm F4 L IS USM 07 sep 2018.jpg,,wikidata
canon-rf-24-105mm-f4-7-1-is-stm,Canon RF 24-105mm F4-7.1 IS STM,Canon RF lens mount,24-105,4,2020,,,images/canon/canon-rf-24-105mm-f4-7-1-is-stm.jpg,Q112756153,Canon RF 24-105mm f4-7.1 IS STM.jpg,,wikidata
canon-rf-24-240mm-f4-6-3-is-usm,Canon RF 24-240mm F4-6.3 IS USM,Canon RF lens mount,24-240,4,2019,,,images/canon/canon-rf-24-240mm-f4-6-3-is-usm.jpg,Q97285942,Canon RF 24-240.jpg,,wikidata
canon-rf-24-50mm-f4-5-6-3-is-stm,Canon RF 24-50mm F4.5-6.3 IS STM,Canon RF lens mount,24-50,4.5,2023,,,images/canon/canon-rf-24-50mm-f4-5-6-3-is-stm.jpg,Q123130447,Canon RF 24-50mm F4.5-6.3 IS STM (52853984559) (1-1 cropped).jpg,,wikidata
canon-rf-24-70mm-f2-8-l-is-usm,Canon RF 24-70mm F2.8 L IS USM,Canon RF lens mount,24-70,2.8,2019,,,images/canon/canon-rf-24-70mm-f2-8-l-is-usm.jpg,Q97154551,HK MKE 旺角東 Mong Kok East 新世紀廣場 MOKO Grand Century Place One office 佳能 Canon Camera products 體驗館 Showroom December 2021 SS2 09.jpg,,wikidata
canon-rf-24mm-f1-4-l-vcm,Canon RF 24mm F1.4 L VCM,Canon RF lens mount,24,1.4,2024,,,images/canon/canon-rf-24mm-f1-4-l-vcm.jpg,Q130732520,Canon RF 24mm F1.4L VCM.jpg,,wikidata
canon-rf-24mm-f1-8-macro-is-stm,Canon RF 24mm F1.8 MACRO IS STM,Canon RF lens mount,24,2.8,2022,,,images/canon/canon-rf-24mm-f1-8-macro-is-stm.jpg,Q116732347,Canon RF 24mm F1.8 MACRO IS STM (4-5 cropped).jpg,,wikidata
canon-rf-28-70mm-f2-0-l-usm,Canon RF 28-70mm F2.0 L USM,Canon RF lens mount,28-70,2,2019,,,images/canon/canon-rf-28-70mm-f2-0-l-usm.jpg,Q97155517,Canon RF28-70mm F2 L USM 07 sep 2018.jpg,,wikidata
canon-rf-28-70mm-f2-8-is-stm,Canon RF 28-70mm F2.8 IS STM,Canon RF lens mount,28-70,2.8,2024,,,images/canon/canon-rf-28-70mm-f2-8-is-stm.jpg,Q130285077,"Canon RF 28–70mm F2,8 IS STM--21.jpg",,wikidata
canon-rf-28mm-f2-8-stm,Canon RF 28mm F2.8 STM,Canon RF lens mount,28,2.8,2023,,,images/canon/canon-rf-28mm-f2-8-stm.jpg,Q118645668,Canon RF 28mm F2.8-8799.jpg,,wikidata
canon-rf-35mm-f1-4-l-vcm,Canon RF 35mm F1.4 L VCM,Canon RF lens mount,35,1.4,2024,,,images/canon/canon-rf-35mm-f1-4-l-vcm.jpg,Q126369943,Canon RF 35mm F1.4L VCM.jpg,,wikidata
canon-rf-35mm-f1-8-macro-is-stm,Canon RF 35mm F1.8 MACRO IS STM,Canon RF lens mount,35,1.8,2018,,,images/canon/canon-rf-35mm-f1-8-macro-is-stm.jpg,Q97154439,Canon RF 35mm F1.8-8804.jpg,,wikidata
canon-rf-400mm-f2-8-l-is-usm,Canon RF 400mm F2.8 L IS USM,Canon RF lens mount,400,2.8,2021,,,images/canon/canon-rf-400mm-f2-8-l-is-usm.jpg,Q112756144,Canon RF 400mm F2.8L IS USM.jpg,,wikidata
canon-rf-45mm-f1-2-stm,Canon RF 45mm F1.2 STM,Canon RF lens mount,45,1.2,2025,,,,Q136517483,,,wikidata
