slug,name,brand,type,mount,film_format,introduced,image,wikidata,commons_file,wikipedia,source
miranda-sensorex,Miranda Sensorex,Miranda Camera,SLR,,35mm,,images/miranda-camera/miranda-sensorex.jpg,Q111210608,Miranda Sensorex vu de face.jpg,,wikidata
