slug,name,brand,mount,film_format,focal_length_mm,max_aperture,introduced,filter_mm,weight_g,image,wikidata,commons_file,wikipedia,source
auto-yashinon-ds-50mm-f1-9,Auto Yashinon-DS 50mm f1.9,Yashica,,35mm,50,,,,,images/yashica/auto-yashinon-ds-50mm-f1-9.jpg,Q112959113,Auto Yashinon-DS 50mm f1.9 side view.jpg,,wikidata
